Date,Product,Region,Sales_Amount,Discount
2021-08-06,Product C,North,224.89375938343116,0.017310878524769657
2022-05-18,Product D,West,123.65771065938567,0.13330960477245432
2022-02-02,Product D,North,173.20608838134794,0.08266438176584502
2022-01-28,Product A,South,467.7428897818596,0.18661186871129812
2021-07-26,Product B,West,354.1920240138599,0.2977326868124337
2021-01-15,Product C,East,273.22152740594896,0.11589695192293976
2022-07-08,Product C,West,55.72170049410208,0.17215237623135402
2022-04-06,Product C,South,496.5869302202616,0.12468116877220065
2022-11-22,Product C,South,,0.2541815003165578
2022-07-29,Product D,West,192.61511480522523,0.2706709210386714
2021-08-29,Product D,West,445.6708969990272,0.263206683661578
2022-07-18,Product B,North,166.29422913131816,0.29231167160377725
2021-04-06,Product C,South,294.8074606322382,0.008255755542124587
2022-04-30,Product C,West,336.2318436784213,0.2519448486436593
2022-02-11,Product A,West,149.4785171541778,0.22553165191172797
2021-08-19,Product D,South,490.27877546026815,0.06860832282010944
2022-10-17,Product C,West,10000.0,0.28689602801625824
2021-06-20,Product B,North,301.0159514799815,0.04445337846898364
2022-06-25,Product B,South,131.2675691788854,0.20386497814017251
2021-02-05,Product D,North,74.23619314911176,0.06746706504477375
2022-06-09,Product B,North,,0.1294141946322224
2021-06-09,Product B,North,388.93430116103127,0.21574796908337068
2022-11-30,Product D,North,171.1990842359113,0.168997392609914
2021-08-31,Product C,South,292.8002992229773,0.1282505493984335
2021-03-27,Product C,North,377.5762295288344,0.09790152927959617
2022-08-01,Product B,North,98.57467159090896,0.25189789671263707
2022-11-13,Product B,West,358.384107252143,0.04314430509444411
2022-07-11,Product C,South,91.34189946952011,0.12903086295894
2022-07-28,Product D,South,484.30838395714846,0.2711272715325426
2022-10-08,Product B,East,269.77735852922285,0.2537548651379903
2021-01-28,Product A,South,117.80424846944483,0.120282528741914
2022-09-12,Product D,South,204.0726362150959,0.22893250908039248
2022-07-10,Product B,East,236.03740218286765,0.24694824921265776
2021-12-06,Product B,South,391.1832549844418,0.2666662272010889
2021-11-27,Product A,South,384.54070373447416,0.16335173071476838
2022-10-02,Product A,South,325.37322740179894,0.06133826581641354
2022-05-21,Product C,South,97.66882065132182,0.07659272295117948
2021-12-14,Product D,East,118.20621721445312,0.08870840221248126
2022-04-18,Product D,South,92.19061429050049,0.17814074424288465
2021-08-19,Product C,South,309.7277524793975,0.009842887238582532
2021-07-09,Product D,East,444.71229868013177,0.19081274063399048
2021-08-13,Product D,West,245.2102305146473,0.1093062715284696
2022-01-20,Product D,North,122.3816782809858,0.08857254074689265
2022-01-12,Product D,West,301.11904631703516,0.2638489712184379
2021-10-10,Product D,East,415.28849758956943,0.13800071867423966
2022-09-25,Product A,North,383.7704276808185,0.028515913659807834
2022-09-20,Product D,East,446.6528508537596,0.2480240304078741
2021-09-16,Product A,East,175.05594376199053,0.01429237723095198
2021-12-25,Product D,South,137.2792402704987,0.218024767250459
2022-12-11,Product C,North,445.9174186738724,0.23217186653119953
2022-04-01,Product B,South,,0.10578078177865745
2022-02-15,Product A,North,189.91801850339937,0.247436356883336
2022-10-11,Product D,East,384.05662275762916,0.15469782175693603
2021-11-14,Product C,East,416.8032730161656,0.13898809598183903
2022-11-08,Product B,West,326.74020815350957,0.013620984440607763
2021-08-13,Product A,North,359.5478494459618,0.08700875809467176
2021-08-22,Product B,South,218.86695699919986,0.27930299126558994
2022-11-15,Product C,West,292.41305030436763,0.11754718898505
2022-10-26,Product A,West,285.871626826773,0.1640101561670305
2022-01-09,Product B,West,431.62150600884735,0.15960650369527554
2022-11-03,Product D,South,427.98379112698217,0.177129326946808
2022-08-31,Product A,West,424.7062112061694,0.018399286692984785
2022-04-17,Product B,South,54.964226418109604,0.10865287643961848
2021-08-21,Product C,West,387.2954680109997,0.21693848216476624
2022-11-23,Product C,South,391.4043755499522,0.06016807532189487
2021-04-23,Product A,East,355.2704702848138,0.06107351326390813
2022-05-12,Product B,East,390.3190960511537,0.0030271820067074183
2022-03-18,Product A,East,428.8866671735189,0.13124457798246292
2022-07-18,Product A,East,261.64357434580353,0.2648203142020266
2021-09-25,Product B,East,275.9225960698012,0.015570283076192702
2022-05-25,Product B,West,106.12132561012572,0.05733561284880079
2022-01-21,Product D,West,223.41914737131282,0.09302536150282652
2022-01-22,Product B,West,339.51433096030297,0.21951742096926385
2021-04-23,Product C,South,401.17989926627354,0.19219067784077595
2022-09-05,Product A,South,147.74409396104477,0.12478317137455651
2022-09-17,Product A,South,112.02030462165592,0.2277206817775127
2021-03-22,Product C,South,348.3689020252215,0.18288930349707058
2022-11-30,Product B,East,50.84594758620979,0.2688122398971657
2021-04-23,Product C,East,130.26766293829843,0.2454080247416079
2021-01-02,Product C,East,,0.07584408182676017
2022-10-04,Product D,North,125.09830303469191,0.08143157329026006
2021-08-08,Product C,West,131.59367596647735,0.037606942737715685
2022-07-20,Product A,South,224.4531176376774,0.10108941771523695
2021-08-13,Product C,South,,0.2998631756157283
2022-01-20,Product A,East,443.418111774607,0.12172535058451829
2022-02-07,Product A,South,279.54937062447135,0.06614653040673192
2022-09-30,Product A,South,375.53214452552885,0.2287448653426659
2021-05-10,Product B,West,96.86181106412934,0.16274130103879683
2021-02-22,Product D,East,151.44743995866224,0.04488043485808576
2022-11-15,Product A,West,366.32454844040456,0.11420690434825972
2022-12-31,Product A,North,73.76178221083764,0.12434091466180298
2022-11-03,Product B,North,268.9689480096889,0.22614891017076558
2022-12-11,Product A,North,319.71603454832024,0.006201410667571339
2022-02-20,Product C,East,320.9655398236165,0.08070589403949315
2021-09-04,Product C,South,60.319765070618914,0.15527889039465662
2022-03-15,Product D,East,194.94860190313346,0.080654022735853
2021-07-22,Product A,East,336.42079297211933,0.18853021422569965
2021-07-03,Product B,South,117.04988126715955,0.14456024378238497
2021-05-03,Product C,West,362.93704174762394,0.10851307645787418
2022-02-05,Product B,North,385.66634396615353,0.2847625880611537
2021-10-21,Product B,West,491.88613570076535,0.1896478497559372
2021-10-07,Product C,North,144.42889768538424,0.03898241168038236
2022-09-02,Product B,East,421.30880044975186,0.16802750923301865
2021-07-17,Product C,North,284.13345961339434,0.23421955596027028
2022-05-26,Product B,East,218.05816826487805,0.2125469092478392
2021-05-24,Product C,West,105.06954079633007,0.05162676878857781
2022-09-01,Product A,East,380.9775229193919,0.291725999712031
2021-07-20,Product D,West,156.1359196146592,0.13464409372398178
2021-05-04,Product C,South,217.1399008428706,0.04770750112207839
2021-07-06,Product C,South,78.1440021038158,0.05405872623844438
2021-11-22,Product D,South,410.61511211878354,0.029470497656724146
2022-04-09,Product C,East,394.9648357872395,0.24105543253048028
2021-12-15,Product C,South,380.1271235190406,0.036609148296554594
2022-10-22,Product B,North,184.749579721349,0.03753757714252408
2022-02-07,Product D,West,128.06603341968076,0.2551414844282513
2021-12-12,Product A,West,336.8989690116034,0.10338122533426788
2022-05-26,Product C,North,273.2748728509488,0.009257371292421735
2021-05-27,Product D,East,130.2136101070887,0.015568589855523262
2021-05-28,Product B,East,358.6600719724387,0.042651134011168663
2022-12-12,Product A,West,496.00689431958665,0.06401800439270686
2022-05-04,Product D,South,386.24881448391693,0.1995438582715216
2022-10-02,Product A,East,382.9938740085253,0.04719788400054847
2022-07-05,Product A,East,477.64073881876624,0.03566231735312159
2021-12-04,Product A,North,141.321365408706,0.22941574244288374
2022-10-03,Product C,North,304.4974842146482,0.20131658515797432
2022-04-18,Product C,South,490.84102176524755,0.13059726643657085
2021-05-31,Product B,East,124.38234993657855,0.16479293144403118
2022-02-19,Product B,East,365.1133817500345,0.09359520609792554
2021-10-25,Product D,North,313.6145656873559,0.1447501260706082
2022-09-03,Product B,East,313.91559148491814,0.15200179469482372
2021-09-20,Product A,West,363.95178238403383,0.11617118135342877
2021-05-24,Product A,North,468.32761529405786,0.27197166320164884
2021-12-12,Product C,South,402.1618729331021,0.004818559494301843
2022-09-16,Product A,North,10000.0,0.23465137892737384
2022-07-26,Product D,East,433.72760894407,0.0373148493723973
2021-01-02,Product A,South,151.49359846657967,0.2392642081611598
2021-10-31,Product A,North,219.61137413136737,0.18477357470301636
2021-09-11,Product D,West,257.779766125572,0.2529834272809207
2022-10-14,Product B,West,266.40770033888134,0.029254297692269237
2022-03-29,Product B,North,245.83117966491056,0.1676941902299322
2021-02-06,Product D,West,471.808982397139,0.15032636407865912
2021-06-09,Product C,West,367.7085534488111,0.21185795488900758
2021-01-09,Product A,West,334.0267906805179,0.16028716556810274
2021-08-21,Product D,South,72.4289125023237,0.16222037013993126
2021-04-09,Product A,West,456.7609986171686,0.1288787830728194
2022-10-21,Product C,West,459.2255864037783,0.09265032720220225
2021-07-27,Product A,West,401.09587854354606,0.14467930837565765
2021-05-11,Product D,South,53.16314171612862,0.035547707630520176
2022-02-08,Product A,North,75.7761129849305,0.2884540016949254
2021-06-01,Product B,East,151.35066602082037,0.2143232290879795
2021-02-23,Product C,West,109.10723366520801,0.28574013500635403
2021-04-30,Product C,North,229.47621336667825,0.06801821469898897
2022-11-04,Product C,West,465.18037613950537,0.2638023060529584
2022-09-20,Product D,South,262.42719538864924,0.24263699536906153
2022-08-10,Product C,North,56.03118189447453,0.20314572373730208
2022-09-17,Product B,South,177.2355603104429,0.18750875582556173
2022-02-24,Product D,West,70.0677087678327,0.09496489958036099
2022-02-26,Product B,West,66.32943017607597,0.2449232354895092
2021-04-14,Product A,South,174.07393389299853,0.15045463844392012
2021-09-11,Product A,East,174.02555240552545,0.02126747276738561
2021-08-15,Product A,South,404.20697117072183,0.093858948256539
2021-04-22,Product A,West,488.67559375150034,0.28058912956359827
2022-05-25,Product B,South,217.04319225049923,0.25520407818145385
2022-04-18,Product D,East,242.99909548746737,0.29457170942296174
2021-04-09,Product D,South,430.15524632870967,0.18839801478122942
2021-06-02,Product C,East,170.662559042981,0.07425302194212359
2021-12-04,Product B,East,120.37181198155157,0.04884451490305913
2022-12-07,Product A,South,433.8903305316427,0.05607433218253849
2021-06-12,Product B,South,70.92526389802947,0.005938697504176316
2022-12-21,Product C,North,328.8647480897371,0.11720463329578175
2022-11-12,Product C,West,302.8967813600631,0.05742830414986275
2021-06-10,Product B,East,205.66420137576242,0.12349663813701073
2022-08-03,Product B,North,191.83528449381154,0.2804983295516296
2022-02-02,Product B,South,397.3359767817296,0.12916206285215698
2021-10-04,Product D,West,88.89107484314592,0.2633953490954504
2022-05-19,Product A,North,156.55293919012342,0.18165142998476294
2022-01-27,Product B,East,379.6019293271404,0.07413946639841758
2021-05-15,Product B,North,296.7442626768909,0.10675642777776341
2021-07-14,Product B,East,107.59469384011388,0.025175860746428823
2022-02-05,Product C,South,446.96102642692705,0.10003877807880314
2022-10-02,Product C,West,227.0515309536162,0.20326228365106022
2021-02-02,Product D,West,422.54076889497776,0.021633327878830554
2022-11-19,Product A,West,404.4708569874689,0.0616204225434088
2022-04-05,Product D,South,330.9914509122776,0.11443231242399343
2022-04-15,Product A,East,272.5165090827918,0.29461486110478874
2022-01-10,Product C,South,490.7978781717906,0.23545854688766404
2021-01-22,Product C,West,115.23428257091767,0.22004602394763115
2022-11-01,Product C,South,376.3200773980017,0.03485728695763379
2021-02-07,Product D,South,136.03581565915505,0.23429876808449743
2021-08-18,Product B,South,202.21839739955678,0.23558064345480453
2021-12-31,Product B,East,188.91443451793785,0.18033080868729848
2022-07-17,Product C,North,476.16619448242534,0.29710853459951153
2022-03-14,Product B,North,485.31028000472384,0.09757617177736558
2021-10-10,Product B,South,132.35694990562723,0.2823817344725555
2021-01-27,Product D,North,59.91582213387689,0.27441933448695105
2021-08-14,Product A,North,374.0036178484009,0.0034441979248133526
2021-10-04,Product C,South,238.09547024171795,0.1350349579424433
2022-09-01,Product C,South,89.97811028940397,0.293131269915472
2021-10-11,Product D,West,357.6893475096691,0.030936408722422735
2022-04-26,Product D,North,295.2974877173149,0.16433540831499582
2022-03-29,Product B,East,491.2325699004977,0.2936872521123312
2022-10-21,Product C,South,152.33427313762053,0.16664862723175805
2022-05-31,Product A,West,231.7900443469467,0.056944590891646794
2022-07-01,Product D,East,294.14561152794033,0.1746549690277769
2021-07-11,Product A,North,406.26499480400827,0.06133217218486405
2021-02-18,Product A,West,296.9773955240264,0.15591127886834527
2022-05-27,Product C,South,325.80507238787715,0.022212665373704397
2021-01-17,Product C,East,10000.0,0.18164480076432138
2021-06-21,Product D,South,431.1134276398519,0.15503698173844746
2021-08-08,Product C,North,242.88374613671408,0.2220484106284389
2021-06-07,Product C,East,113.43183238479617,0.1892101413476355
2022-04-22,Product C,North,348.8845615274378,0.164881880559227
2021-02-15,Product A,North,147.24070393338837,0.20693365477443634
2022-01-08,Product D,West,93.90312960768489,0.043182574071669255
2022-06-02,Product B,South,437.8941087819225,0.1786078983775812
2021-04-09,Product A,East,257.0730190197978,0.051633180846833306
2021-02-06,Product C,North,387.1776707130994,0.27765666235556424
2021-10-07,Product A,North,180.7644019128598,0.02050023145368126
2021-12-15,Product C,East,404.13656071294986,0.12911242490723798
2022-05-12,Product C,North,100.37116715968864,0.20873924329663346
2021-10-29,Product A,West,210.1880182076837,0.13740666350047762
2021-06-30,Product D,West,490.12781808808785,0.027628575969870704
2022-08-30,Product C,West,407.29537236560276,0.1660137048380122
2021-04-09,Product D,West,273.76516864160965,0.19248957264820635
2022-12-01,Product B,North,,0.2111376932971523
2021-04-26,Product C,East,442.46106501011445,0.11197794433882767
2021-07-10,Product D,East,295.18149158803203,0.16909799130862865
2021-09-10,Product D,East,391.2912580411,0.13520594248167392
2021-06-10,Product B,East,389.34845614227385,0.20161681162567602
2021-09-13,Product D,South,58.07555535582132,0.17506709019744557
2021-11-19,Product D,East,106.81420225667605,0.15772686586774046
2021-05-08,Product B,South,346.833214877634,0.07485731005147458
2021-01-18,Product C,South,122.72891507864215,0.000605555324470175
2022-07-20,Product D,West,164.9720050950221,0.05222450259342878
2022-07-24,Product D,South,475.98707938982324,0.035119812427250596
2021-11-19,Product D,North,302.08201626871033,0.134725423503284
2022-11-17,Product A,South,387.8282781497062,0.1836774452285534
2022-09-18,Product B,West,301.09133245218794,0.06392550260544246
2021-10-15,Product A,South,,0.28171712879015615
2022-10-25,Product B,North,92.36835955656406,0.0020046387671663335
2022-10-01,Product C,North,204.64843667409636,0.23169030454960285
2021-06-04,Product C,North,177.09390440893026,0.18756143085913266
2022-05-05,Product D,West,225.82776452612595,0.11206644031430457
2022-01-21,Product B,West,409.25488470094774,0.015146683323722376
2021-04-14,Product C,East,217.36970056258917,0.1882459715352838
2022-01-28,Product B,West,253.26356865425723,0.11568405385969441
2021-09-03,Product C,North,228.82162571839243,0.28088014182396576
2021-06-25,Product A,North,92.03358738888302,0.16259702246692978
2021-02-08,Product C,West,248.4824712128527,0.28189545338805244
2022-04-22,Product A,South,138.02417287003175,0.06614510804199122
2022-11-13,Product C,West,,0.217717773109231
2022-06-22,Product D,West,92.31624699541986,0.1851747062546177
2022-02-12,Product A,North,210.50193836379412,0.22182246894939353
2022-06-09,Product C,East,390.8668481552378,0.06440035919176103
2022-05-21,Product D,North,174.39876076252824,0.1994983548713321
2021-02-05,Product A,East,190.5570958484811,0.1494121179170607
2022-11-16,Product D,North,339.2035959525906,0.22284749247189486
2021-01-20,Product B,West,138.1283656641135,0.09811339324554533
2021-11-17,Product B,North,453.63106869059044,0.26701710763957576
2022-05-27,Product A,North,284.0857354631995,0.02529039438340511
2022-02-04,Product C,North,251.42132314409764,0.2421567956373564
2022-10-16,Product A,West,301.0190863681406,0.2583958877445272
2022-04-16,Product D,West,124.71544103728796,0.24517569341004636
2021-05-23,Product C,West,326.06291238762935,0.1538179182785328
2021-04-02,Product B,West,213.3953314853047,0.13151549400922838
2021-12-20,Product C,East,453.7338534340785,0.29887868595746303
2022-12-28,Product B,East,125.98439300495876,0.06875158536424864
2021-02-20,Product C,South,278.1729967394485,0.16406278976281338
2022-10-27,Product C,West,319.1506832160581,0.20120265761469766
2022-11-29,Product C,East,65.02262080387155,0.21026029075842959
2022-07-29,Product D,North,,0.0612073997215736
2021-07-09,Product D,West,379.68585561537475,0.19619822770194037
2021-05-05,Product A,South,419.169878352038,0.2455108699444012
2021-05-30,Product A,South,190.92289766777705,0.015005573046333664
2021-11-10,Product B,South,409.36697257223807,0.2734563879975949
2022-07-24,Product D,North,485.49014469652496,0.00885121654356178
2021-12-08,Product B,East,,0.1067913097465183
2021-11-01,Product A,North,102.93979467169635,0.00474395886988862
2022-11-23,Product B,West,382.87864943849326,0.02314355056187456
2022-11-13,Product A,South,193.85007459824513,0.2733504855540237
2021-02-23,Product D,North,494.78719523543447,0.10645824922384435
2022-03-20,Product C,North,268.4115424219492,0.12743145912751586
2022-09-05,Product D,East,105.09525426152346,0.06460331441476579
2021-09-21,Product B,East,376.33349661232586,0.17912873105601593
2021-02-22,Product B,South,195.35503927379622,0.17844096440333687
2022-07-26,Product D,North,498.68517068674777,0.11166011754756577
2022-09-12,Product D,North,490.9021060345348,0.0999104615416195
2021-01-05,Product A,East,345.2603081092613,0.26548929245417635
2021-04-13,Product B,North,108.42190202827291,0.1149852718926604
2021-07-15,Product B,North,359.0874489537631,0.14805029764632247
2021-12-16,Product D,North,91.86371890701224,0.08499142872747918
2021-02-16,Product C,East,63.213871596076544,0.2360308510071382
2022-10-18,Product B,South,420.3313007996687,0.11923444706972748
2021-09-26,Product C,West,144.3888264576566,0.15408331396329736
2022-01-05,Product D,South,220.56220679859382,0.07600715101789841
2022-09-28,Product D,West,488.05582548927794,0.29629787770237553
2021-04-16,Product A,North,201.57822583749646,0.08744872227711686
2022-11-01,Product B,South,183.42040157749187,0.2312227592716655
2022-10-21,Product C,West,463.19359983024884,0.12824869510702774
2022-10-19,Product A,East,99.83680039353115,0.06186522152524196
2021-04-30,Product B,East,391.8120845515843,0.23991562918945836
2022-08-27,Product A,South,494.6295049937483,0.10008203670871295
2021-02-27,Product D,South,455.58320484859195,0.25955800421934333
2021-12-12,Product B,North,343.25056341789167,0.2745771554753469
2022-04-19,Product A,South,191.3273577467294,0.25794715061738277
2021-04-27,Product A,North,164.44489153024253,0.010502374442041695
2021-05-07,Product C,North,418.6647971921575,0.23621200350153165
2022-01-28,Product A,East,445.9198612782629,0.12340183994974316
2022-10-03,Product B,East,286.4457106455618,0.2621168760546675
2021-02-27,Product B,West,,0.1913862788054216
2022-09-26,Product C,East,100.82444378502811,0.2500929402431875
2022-05-28,Product B,East,89.23076052432403,0.1498295309600506
2021-04-06,Product D,South,373.58485130923503,0.16050765137967984
2022-09-30,Product B,East,239.05342753147625,0.04331628964010017
2021-04-28,Product B,West,457.41194342504167,0.23519620760680662
2022-07-14,Product A,South,382.85208532704365,0.1258168835000915
2022-08-24,Product A,West,136.06718806156402,0.15002403548147478
2022-05-03,Product B,East,326.1998384670646,0.23552931422871226
2021-08-25,Product C,West,245.9774544791717,0.1796536200238317
2021-09-29,Product A,South,309.7623788458759,0.060329618232800225
2021-07-08,Product C,North,382.13110550233273,0.17706979774526782
2022-12-05,Product B,West,412.78814645170587,0.12228985739389672
2022-03-23,Product B,West,429.6817968830259,0.1408576626131588
2022-08-04,Product D,South,164.28869355741114,0.008493382320800335
2021-09-04,Product A,South,64.00201996281096,0.06300880485488448
2021-03-17,Product B,West,382.6826308241479,0.08431142441430847
2021-06-03,Product D,East,97.85467681509857,0.21388800235764172
2022-10-18,Product A,West,191.71381487583545,0.003447741989434594
2022-03-11,Product B,South,51.717710355956214,0.1226331783687396
2021-03-27,Product B,North,356.751267080729,0.27720806112771984
2022-11-28,Product A,North,125.20940516204956,0.033564184964737155
2021-10-12,Product A,East,344.8770843612462,0.1549273164655833
2021-08-08,Product A,West,496.28417772552746,0.2359567147172541
2021-03-10,Product B,North,82.70189222450733,0.282759392256035
2021-02-16,Product B,West,84.68510537815732,0.22403299186011538
2021-04-04,Product D,South,203.1710417000037,0.21616966459332185
